iter	Passed	Remaining
1665	134469	67315
1666	134616	67267
1667	134661	67169
1668	134702	67068
1669	134834	67013
1670	134889	66920
1671	134947	66828
1672	135085	66775
1673	135227	66725
1674	135307	66643
1675	135444	66590
1676	135477	66486
1677	135521	66387
1678	135557	66284
1679	135590	66181
1680	135720	66124
1681	135851	66068
1682	135929	65986
1683	136066	65932
1684	136196	65875
1685	136336	65822
1686	136367	65718
1687	136404	65616
1688	136435	65511
1689	136471	65409
1690	136529	65317
1691	136571	65218
1692	136668	65145
1693	136798	65088
1694	136833	64985
1695	136890	64893
1696	137036	64844
1697	137168	64787
1698	137221	64693
1699	137350	64635
1700	137388	64534
1701	137526	64480
1702	137564	64379
1703	137693	64321
1704	137840	64271
1705	137875	64169
1706	137913	64068
1707	137947	63966
1708	138033	63888
1709	138154	63825
1710	138289	63769
1711	138370	63689
1712	138515	63637
1713	138644	63578
1714	138798	63531
1715	138935	63476
1716	139067	63418
1717	139204	63363
1718	139236	63259
1719	139385	63209
1720	139514	63150
1721	139594	63068
1722	139636	62970
1723	139666	62866
1724	139697	62762
1725	139740	62664
1726	139873	62606
1727	140001	62546
1728	140130	62487
1729	140259	62427
1730	140388	62367
1731	140522	62310
1732	140649	62249
1733	140779	62189
1734	140821	62091
1735	140863	61993
1736	140894	61889
1737	140950	61797
1738	140986	61696
1739	141015	61593
1740	141051	61492
1741	141086	61391
1742	141167	61310
1743	141296	61249
1744	141431	61192
1745	141475	61095
1746	141635	61048
1747	141759	60985
1748	141900	60930
1749	142025	60868
1750	142157	60808
1751	142289	60749
1752	142325	60648
1753	142371	60552
1754	142398	60448
1755	142534	60390
1756	142674	60334
1757	142808	60275
1758	142850	60177
1759	142995	60123
1760	143125	60062
1761	143257	60002
1762	143383	59939
1763	143542	59890
1764	143674	59830
1765	143806	59770
1766	143937	59709
1767	143974	59609
1768	144014	59510
1769	144072	59419
1770	144104	59317
1771	144131	59214
1772	144167	59114
1773	144225	59023
1774	144264	58925
1775	144314	58830
1776	144349	58730
1777	144377	58627
1778	144409	58526
1779	144449	58429
1780	144481	58327
1781	144511	58226
1782	144637	58163
1783	144769	58102
1784	144895	58039
1785	145035	57981
1786	145065	57879
1787	145101	57780
1788	145237	57721
1789	145296	57631
1790	145430	57571
1791	145557	57508
1792	145691	57447
1793	145725	57347
1794	145755	57246
1795	145894	57187
1796	145924	57086
1797	145950	56983
1798	145981	56883
1799	146015	56783
1800	146146	56722
1801	146292	56666
1802	146371	56584
1803	146498	56520
1804	146579	56439
1805	146751	56392
1806	146832	56311
1807	146960	56248
1808	147088	56184
1809	147220	56122
1810	147348	56059
1811	147481	55997
1812	147606	55932
1813	147750	55874
1814	147793	55778
1815	147823	55677
1816	147850	55576
1817	147915	55488
1818	147964	55395
1819	147995	55295
1820	148026	55195
1821	148074	55101
1822	148158	55020
1823	148286	54957
1824	148322	54858
1825	148362	54762
1826	148389	54661
1827	148561	54613
1828	148622	54524
1829	148665	54429
1830	148694	54329
1831	148728	54230
1832	148772	54135
1833	148801	54035
1834	148830	53935
1835	148858	53835
1836	148937	53753
1837	149073	53692
1838	149110	53595
1839	149241	53532
1840	149293	53440
1841	149422	53376
1842	149503	53295
1843	149637	53233
1844	149714	53150
1845	149846	53087
1846	149923	53004
1847	150051	52940
1848	150177	52874
1849	150314	52813
1850	150447	52750
1851	150483	52652
1852	150515	52554
1853	150558	52460
1854	150587	52360
1855	150718	52296
1856	150851	52233
1857	150888	52136
1858	151030	52076
1859	151059	51977
1860	151088	51878
1861	151119	51780
1862	151269	51722
1863	151400	51658
1864	151479	51576
1865	151623	51516
1866	151755	51452
1867	151791	51355
1868	151943	51298
1869	152075	51234
1870	152208	51170
1871	152235	51070
1872	152315	50988
1873	152442	50922
1874	152519	50839
1875	152656	50776
1876	152786	50711
1877	152825	50616
1878	152856	50518
1879	152983	50451
1880	153121	50389
1881	153250	50323
1882	153383	50259
1883	153430	50166
1884	153478	50073
1885	153606	50007
1886	153691	49927
1887	153744	49836
1888	153827	49755
1889	153953	49688
1890	154077	49620
1891	154209	49555
1892	154338	49489
1893	154468	49423
1894	154609	49360
1895	154664	49270
1896	154726	49182
1897	154761	49086
1898	154793	48989
1899	154840	48897
1900	154898	48808
1901	154933	48711
1902	154961	48613
1903	155121	48556
1904	155155	48460
1905	155190	48364
1906	155326	48300
1907	155455	48233
1908	155593	48169
1909	155672	48087
1910	155799	48019
1911	155832	47923
1912	155981	47862
1913	156016	47766
1914	156154	47702
1915	156188	47606
1916	156224	47511
1917	156258	47415
1918	156289	47318
1919	156325	47223
1920	156356	47126
1921	156390	47031
1922	156429	46937
1923	156578	46875
1924	156712	46810
1925	156854	46746
1926	156918	46660
1927	156961	46567
1928	157000	46473
1929	157031	46377
1930	157074	46284
1931	157104	46188
1932	157148	46095
1933	157178	45999
1934	157212	45904
1935	157293	45822
1936	157430	45758
1937	157559	45690
1938	157700	45626
1939	157760	45538
1940	157842	45457
1941	157971	45390
1942	158014	45298
1943	158049	45203
1944	158082	45108
1945	158129	45017
1946	158169	44924
1947	158200	44828
1948	158330	44761
1949	158367	44667
1950	158451	44587
1951	158594	44523
1952	158622	44427
1953	158653	44332
1954	158691	44238
1955	158729	44145
1956	158760	44050
1957	158819	43963
1958	158852	43868
1959	158981	43800
1960	159030	43711
1961	159064	43617
1962	159093	43521
1963	159182	43442
1964	159321	43377
1965	159403	43296
1966	159545	43232
1967	159678	43165
1968	159720	43073
1969	159766	42982
1970	159811	42892
1971	159854	42800
1972	159987	42733
1973	160123	42667
1974	160157	42573
1975	160190	42479
1976	160235	42389
1977	160365	42320
1978	160508	42256
1979	160535	42160
1980	160617	42079
1981	160746	42011
1982	160799	41923
1983	160927	41854
1984	160968	41762
1985	161029	41676
1986	161066	41583
1987	161112	41493
1988	161275	41433
1989	161355	41352
1990	161481	41282
1991	161613	41214
1992	161672	41128
1993	161813	41061
1994	161892	40980
1995	162019	40910
1996	162146	40841
1997	162278	40772
1998	162316	40680
1999	162355	40588
2000	162399	40498
2001	162441	40407
2002	162482	40316
2003	162538	40229
2004	162574	40136
2005	162604	40043
2006	162634	39949
2007	162775	39883
2008	162810	39790
2009	162843	39698
2010	162922	39616
2011	163067	39551
2012	163146	39469
2013	163297	39405
2014	163380	39324
2015	163515	39256
2016	163575	39170
2017	163611	39078
2018	163739	39008
2019	163881	38942
2020	163915	38849
2021	163950	38757
2022	163995	38668
2023	164038	38578
2024	164186	38512
2025	164310	38441
2026	164446	38373
2027	164577	38304
2028	164622	38214
2029	164654	38121
2030	164790	38053
2031	164917	37983
2032	165059	37915
2033	165190	37845
2034	165331	37778
2035	165461	37708
2036	165521	37622
2037	165563	37532
2038	165595	37439
2039	165631	37348
2040	165715	37267
2041	165843	37197
2042	165927	37116
2043	166070	37049
2044	166203	36979
2045	166336	36909
2046	166468	36839
2047	166600	36769
2048	166731	36698
2049	166815	36618
2050	166950	36548
2051	167004	36460
2052	167041	36370
2053	167101	36283
2054	167194	36205
2055	167237	36115
2056	167265	36022
2057	167397	35952
2058	167430	35860
2059	167467	35769
2060	167601	35699
2061	167730	35628
2062	167860	35557
2063	167986	35485
2064	168108	35412
2065	168242	35342
2066	168278	35251
2067	168324	35162
2068	168383	35076
2069	168414	34984
2070	168442	34892
2071	168498	34805
2072	168544	34717
2073	168571	34624
2074	168709	34554
2075	168838	34483
2076	168919	34402
2077	169052	34331
2078	169184	34259
2079	169212	34167
2080	169258	34079
2081	169395	34009
2082	169478	33928
2083	169647	33864
2084	169703	33777
2085	169842	33708
2086	169974	33636
2087	170112	33566
2088	170162	33478
2089	170195	33387
2090	170228	33296
2091	170284	33210
2092	170342	33124
2093	170368	33032
2094	170401	32941
2095	170449	32853
2096	170508	32768
2097	170589	32686
2098	170729	32616
2099	170758	32525
2100	170839	32443
2101	170967	32371
2102	170996	32280
2103	171079	32199
2104	171221	32129
2105	171251	32038
2106	171412	31972
2107	171537	31898
2108	171696	31831
2109	171727	31741
2110	171852	31667
2111	171991	31596
2112	172121	31524
2113	172254	31452
2114	172288	31362
2115	172317	31271
2116	172349	31180
2117	172393	31092
2118	172422	31001
2119	172452	30911
2120	172496	30823
2121	172526	30732
2122	172570	30644
2123	172607	30555
2124	172636	30465
2125	172672	30376
2126	172699	30285
2127	172744	30197
2128	172794	30111
2129	172825	30021
2130	172861	29932
2131	172991	29859
2132	173135	29789
2133	173269	29717
2134	173311	29629
2135	173368	29544
2136	173405	29455
2137	173437	29365
2138	173468	29276
2139	173509	29188
2140	173541	29099
2141	173578	29010
2142	173609	28921
2143	173653	28834
2144	173687	28745
2145	173715	28655
2146	173756	28568
2147	173901	28497
2148	173947	28411
2149	174097	28341
2150	174225	28268
2151	174264	28180
2152	174320	28095
2153	174362	28008
2154	174499	27936
2155	174624	27862
2156	174772	27791
2157	174898	27717
2158	175037	27646
2159	175096	27561
2160	175128	27472
2161	175164	27384
2162	175212	27298
2163	175340	27224
2164	175480	27152
2165	175612	27079
2166	175745	27006
2167	175872	26932
2168	176015	26860
2169	176148	26787
2170	176275	26713
2171	176426	26642
2172	176507	26561
2173	176650	26489
2174	176780	26415
2175	176927	26344
2176	177051	26269
2177	177188	26195
2178	177315	26121
2179	177478	26051
2180	177525	25965
2181	177556	25876
2182	177591	25788
2183	177622	25699
2184	177682	25615
2185	177728	25529
2186	177858	25454
2187	177990	25380
2188	178123	25306
2189	178253	25232
2190	178380	25157
2191	178509	25082
2192	178563	24997
2193	178620	24912
2194	178766	24840
2195	178893	24764
2196	178951	24680
2197	178988	24592
2198	179124	24518
2199	179253	24443
2200	179285	24355
2201	179428	24282
2202	179509	24200
2203	179644	24126
2204	179777	24051
2205	179918	23978
2206	179948	23889
2207	180030	23808
2208	180157	23732
2209	180286	23657
2210	180348	23573
2211	180381	23485
2212	180411	23397
2213	180456	23311
2214	180485	23222
2215	180521	23135
2216	180560	23048
2217	180598	22961
2218	180629	22873
2219	180677	22788
2220	180764	22707
2221	180898	22632
2222	181025	22556
2223	181080	22472
2224	181125	22386
2225	181255	22310
2226	181393	22236
2227	181452	22152
2228	181482	22064
2229	181617	21989
2230	181752	21914
2231	181791	21828
2232	181872	21746
2233	182014	21672
2234	182136	21595
2235	182271	21520
2236	182308	21433
2237	182452	21359
2238	182487	21272
2239	182628	21197
2240	182710	21116
2241	182875	21044
2242	182959	20963
2243	183105	20889
2244	183141	20802
2245	183222	20720
2246	183366	20646
2247	183399	20559
2248	183428	20471
2249	183473	20385
2250	183608	20310
2251	183738	20234
2252	183819	20152
2253	183978	20079
2254	184113	20003
2255	184149	19916
2256	184180	19829
2257	184221	19743
2258	184257	19657
2259	184294	19571
2260	184429	19495
2261	184558	19418
2262	184643	19337
2263	184798	19263
2264	184854	19179
2265	184943	19098
2266	185085	19022
2267	185208	18945
2268	185343	18869
2269	185426	18787
2270	185569	18712
2271	185651	18630
2272	185799	18555
2273	185929	18478
2274	186063	18401
2275	186142	18319
2276	186277	18243
2277	186404	18165
2278	186537	18088
2279	186573	18002
2280	186657	17921
2281	186793	17844
2282	186926	17767
2283	187061	17690
2284	187097	17604
2285	187132	17518
2286	187190	17434
2287	187230	17348
2288	187367	17271
2289	187496	17194
2290	187539	17108
2291	187574	17022
2292	187731	16947
2293	187868	16870
2294	187995	16792
2295	188129	16715
2296	188256	16637
2297	188388	16559
2298	188447	16475
2299	188502	16391
2300	188535	16305
2301	188670	16227
2302	188700	16141
2303	188738	16055
2304	188797	15972
2305	188831	15886
2306	188962	15808
2307	189093	15730
2308	189174	15648
2309	189317	15571
2310	189444	15493
2311	189580	15415
2312	189712	15337
2313	189749	15252
2314	189777	15165
2315	189808	15079
2316	189843	14994
2317	189873	14908
2318	189903	14822
2319	190046	14744
2320	190128	14663
2321	190261	14585
2322	190304	14500
2323	190337	14414
2324	190484	14337
2325	190540	14253
2326	190597	14169
2327	190654	14086
2328	190734	14004
2329	190872	13926
2330	190954	13844
2331	191089	13766
2332	191129	13681
2333	191167	13596
2334	191215	13511
2335	191245	13426
2336	191383	13348
2337	191463	13266
2338	191607	13188
2339	191652	13104
2340	191806	13027
2341	191886	12945
2342	192026	12867
2343	192106	12785
2344	192260	12708
2345	192338	12625
2346	192472	12547
2347	192555	12465
2348	192690	12386
2349	192748	12303
2350	192779	12217
2351	192806	12132
2352	192833	12046
2353	192877	11962
2354	193007	11883
2355	193141	11804
2356	193222	11722
2357	193359	11644
2358	193490	11565
2359	193623	11486
2360	193703	11404
2361	193835	11324
2362	193966	11245
2363	194099	11166
2364	194161	11083
2365	194192	10998
2366	194222	10913
2367	194259	10828
2368	194303	10744
2369	194343	10660
2370	194391	10576
2371	194435	10492
2372	194470	10407
2373	194496	10322
2374	194525	10238
2375	194670	10159
2376	194751	10077
2377	194900	9999
2378	195030	9919
2379	195168	9840
2380	195248	9758
2381	195393	9679
2382	195521	9599
2383	195654	9520
2384	195697	9436
2385	195723	9351
2386	195783	9268
2387	195861	9186
2388	196007	9107
2389	196051	9023
2390	196081	8938
2391	196112	8854
2392	196148	8770
2393	196231	8688
2394	196378	8609
2395	196418	8525
2396	196449	8441
2397	196506	8358
2398	196641	8278
2399	196767	8198
2400	196902	8118
2401	196956	8035
2402	197000	7952
2403	197044	7868
2404	197081	7784
2405	197110	7700
2406	197148	7617
2407	197203	7534
2408	197232	7450
2409	197376	7370
2410	197507	7290
2411	197586	7208
2412	197730	7129
2413	197860	7048
2414	197994	6968
2415	198050	6885
2416	198082	6802
2417	198117	6718
2418	198243	6638
2419	198376	6557
2420	198413	6474
2421	198549	6394
2422	198680	6313
2423	198810	6233
2424	198943	6152
2425	198998	6070
2426	199128	5989
2427	199159	5905
2428	199240	5823
2429	199387	5743
2430	199516	5662
2431	199559	5579
2432	199587	5496
2433	199673	5414
2434	199813	5333
2435	199941	5252
2436	200084	5172
2437	200142	5089
2438	200176	5006
2439	200205	4923
2440	200237	4839
2441	200273	4756
2442	200301	4673
2443	200425	4592
2444	200559	4511
2445	200688	4430
2446	200823	4349
2447	200958	4268
2448	201094	4187
2449	201222	4106
2450	201357	4025
2451	201415	3942
2452	201444	3859
2453	201490	3776
2454	201527	3693
2455	201584	3611
2456	201664	3529
2457	201800	3448
2458	201880	3366
2459	202018	3284
2460	202050	3201
2461	202082	3119
2462	202113	3036
2463	202145	2953
2464	202176	2870
2465	202220	2788
2466	202250	2705
2467	202300	2623
2468	202388	2541
2469	202525	2459
2470	202659	2378
2471	202784	2296
2472	202924	2215
2473	202959	2132
2474	202989	2050
2475	203033	1968
2476	203061	1885
2477	203200	1804
2478	203334	1722
2479	203379	1640
2480	203536	1558
2481	203583	1476
2482	203621	1394
2483	203657	1311
2484	203703	1229
2485	203762	1147
2486	203847	1065
2487	203981	983
2488	204114	902
2489	204240	820
2490	204375	738
2491	204502	656
2492	204650	574
2493	204705	492
2494	204733	410
2495	204771	328
2496	204801	246
2497	204835	163
2498	204872	81
2499	204919	0
