iter	RMSE
205	0.128353214
206	0.1283516639
207	0.1283502853
208	0.1283502344
209	0.1283471278
210	0.1281330125
211	0.1281295315
212	0.1281189414
213	0.1281188905
214	0.1281143716
215	0.1281098908
216	0.1279059997
217	0.1279037429
218	0.1276618561
219	0.1276609107
220	0.1274602934
221	0.1274495582
222	0.1274444974
223	0.1274441007
224	0.1274202972
225	0.1274179166
226	0.127410621
227	0.1273808581
228	0.1273785728
229	0.1273532012
230	0.1273511267
231	0.1273509282
232	0.1273448261
233	0.1273440577
234	0.1273435775
235	0.1273434046
236	0.1273425978
237	0.1273422136
238	0.1273421111
239	0.1273309305
240	0.1273305014
241	0.1273304566
242	0.1273193005
243	0.1271147828
244	0.1271072196
245	0.1269150369
246	0.1269119787
247	0.1269099098
248	0.1268915326
249	0.1268879854
250	0.1268874777
251	0.126884046
252	0.1268830949
253	0.1266998659
254	0.1266987654
255	0.1266976391
256	0.1266975748
257	0.1266911516
258	0.1266857
259	0.1264809185
260	0.1264801255
261	0.12630475
262	0.1263041302
263	0.126298804
264	0.1261200213
265	0.1261178683
266	0.1261173446
267	0.1261173187
268	0.1260661145
269	0.1260655842
270	0.1260532941
271	0.1260519874
272	0.126051761
273	0.1260475044
274	0.1258876038
275	0.1258862306
276	0.1258858484
277	0.1258805174
278	0.1258802
279	0.1258779782
280	0.1258770259
281	0.1258593272
282	0.1257142167
283	0.1257117909
284	0.1256815998
285	0.1256809185
286	0.1256786347
287	0.1256496687
288	0.1256453336
289	0.1256450805
290	0.1256415565
291	0.1256346574
292	0.1256342226
293	0.125626713
294	0.1256254019
295	0.1256247463
296	0.1256187551
297	0.1256182358
298	0.1254749976
299	0.1254706174
300	0.1254309879
301	0.1254230955
302	0.1252926965
303	0.1252906074
304	0.1252868652
305	0.1252851404
306	0.1252612912
307	0.1251319096
308	0.1251295897
309	0.1251266703
310	0.1249663288
311	0.1249621983
312	0.1249590662
313	0.1248164564
314	0.1248146926
315	0.1248035272
316	0.1248027432
317	0.1246752009
318	0.1246742591
319	0.1246700209
320	0.1246697724
321	0.1246650893
322	0.124528082
323	0.1245272439
324	0.1245211475
325	0.1244890891
326	0.124488755
327	0.1244860433
328	0.1244830105
329	0.1244825585
330	0.1244673934
331	0.1244588831
332	0.1244417755
333	0.1243216027
334	0.1243174902
335	0.1243156799
336	0.1242906671
337	0.1242870194
338	0.1241650485
339	0.1241598734
340	0.1241578375
341	0.1241510859
342	0.124136905
343	0.1241306384
344	0.124034188
345	0.1240314992
346	0.124028429
347	0.1240272785
348	0.123898168
349	0.1238975493
350	0.1238939559
351	0.1238871241
352	0.1238845703
353	0.1238798838
354	0.1238775997
355	0.123865843
356	0.1237371703
357	0.1237363993
358	0.1237319774
359	0.1236108374
360	0.1236078293
361	0.1235087855
362	0.1235067652
363	0.1235023945
364	0.1234998394
365	0.1234979312
366	0.123494445
367	0.1233844261
368	0.1233809234
369	0.123377956
370	0.1233568911
371	0.1233533877
372	0.1233533348
373	0.1233511996
374	0.1233511534
375	0.1233496263
376	0.1233373697
377	0.1233341368
378	0.1233331649
379	0.1233150085
380	0.1232035587
381	0.1232020894
382	0.1231109721
383	0.1231070377
384	0.12310515
385	0.1231039577
386	0.1230169106
387	0.1230149817
388	0.1230099969
389	0.1229937752
390	0.1229863298
391	0.1228959283
392	0.1228939312
393	0.1228919075
394	0.1228119872
395	0.1228099289
396	0.1228093114
397	0.1228088466
398	0.1227991723
399	0.1227991656
400	0.12279471
401	0.1227925186
402	0.1227002731
403	0.1226994424
404	0.1226983193
405	0.1226898857
406	0.1226818835
407	0.122681837
408	0.1226739539
409	0.1226659108
410	0.1226611578
411	0.1225537509
412	0.1225507634
413	0.1224594944
414	0.1224568643
415	0.1224431731
416	0.1224406624
417	0.1224389509
418	0.1223565022
419	0.1223558824
420	0.1223535966
421	0.1223527036
422	0.1222420306
423	0.1222408699
424	0.1222377147
425	0.1222374813
426	0.1222354133
427	0.1222294094
428	0.1222287557
429	0.1222281553
430	0.122224953
431	0.1222107221
432	0.1222080265
433	0.12216019
434	0.1221593823
435	0.1221582409
436	0.1220926744
437	0.1220910247
438	0.1220780139
439	0.1220775797
440	0.1220591898
441	0.1220582078
442	0.1220528499
443	0.1220503312
444	0.1220464829
445	0.1220435365
446	0.1220435098
447	0.1220276473
448	0.1220266383
449	0.122024921
450	0.1220245267
451	0.1220213926
452	0.12200931
453	0.1220089892
454	0.1220044914
455	0.121943523
456	0.1219408416
457	0.1218610002
458	0.1218592872
459	0.1218575206
460	0.1218559882
461	0.1218250691
462	0.1218240651
463	0.1217572539
464	0.1217560752
465	0.1217515546
466	0.1217470539
467	0.1217438189
468	0.1217406977
469	0.1216843819
470	0.1216834906
471	0.1216812859
472	0.1216796441
473	0.1216656979
474	0.1216584997
475	0.1216578295
476	0.1216561404
477	0.121656127
478	0.1216543039
479	0.1216510128
480	0.1216508117
481	0.1216503761
482	0.1216493371
483	0.121647286
484	0.1216311975
485	0.121621168
486	0.1216174402
487	0.1216152142
488	0.1216110236
489	0.1216091998
490	0.1216058003
491	0.1216053979
492	0.1216040166
493	0.1215089027
494	0.1215075001
495	0.1215070975
496	0.1215047688
497	0.1214765863
498	0.1214759889
499	0.121473955
500	0.1214353512
501	0.1214298382
502	0.1214267559
503	0.1214241638
504	0.1213722965
505	0.1213717859
506	0.1212928606
507	0.1212909581
508	0.1212901715
509	0.1212780295
510	0.1212753266
511	0.1212272498
512	0.121226066
513	0.1212198237
514	0.1212195547
515	0.1212191578
516	0.1212148862
517	0.1212147988
518	0.1212121349
519	0.121120315
520	0.1211190493
521	0.1211178644
522	0.1211175951
523	0.1211168949
524	0.1211164304
525	0.1211146598
526	0.1211068295
527	0.121057406
528	0.1210569413
529	0.1209739417
530	0.1209727688
531	0.1209723037
532	0.1209708545
533	0.1209659001
534	0.1209647744
535	0.120963979
536	0.1209611005
537	0.1209584647
538	0.1209566783
539	0.1209475165
540	0.1209431814
541	0.1209037876
542	0.120903012
543	0.1209015889
544	0.1209003277
545	0.1208870066
546	0.1208867166
547	0.1208821432
548	0.1208747634
549	0.1208677272
550	0.120867545
551	0.1208520343
552	0.1208513123
553	0.1208499156
554	0.1208244149
555	0.1208236118
556	0.1208099852
557	0.1207589615
558	0.1207579959
559	0.1207072947
560	0.1207063827
561	0.1207057004
562	0.1206992556
563	0.1206984922
564	0.1206980396
565	0.1206931415
566	0.1206398311
567	0.1206386888
568	0.1205565308
569	0.1205552119
570	0.1204947622
571	0.120494275
572	0.1204874805
573	0.1204839207
574	0.1204835214
575	0.1204216137
576	0.1204211194
577	0.1203848738
578	0.1203835462
579	0.1203778699
580	0.1203763661
581	0.1203759733
582	0.1203741714
583	0.1203736159
584	0.1203470115
585	0.1203460494
586	0.1202876706
587	0.1202867148
588	0.1202859962
589	0.1202297043
590	0.1202292431
591	0.1201801643
592	0.1201797097
593	0.1201785088
594	0.1201781899
595	0.1201680866
596	0.1201415045
597	0.1201411108
598	0.1201411176
599	0.1201279703
600	0.1201256081
601	0.1201244948
602	0.1200580894
603	0.1200578245
604	0.1200573966
605	0.1200569144
606	0.1200551892
607	0.1200541025
608	0.120049905
609	0.1199845523
610	0.1199829349
611	0.1199822621
612	0.1199799718
613	0.1199509416
614	0.1199491945
615	0.1199472979
616	0.1199409823
617	0.1199387524
618	0.1199382629
619	0.1199370119
620	0.1199352307
621	0.1199307366
622	0.119927575
623	0.1199269903
624	0.1199251749
625	0.1199196537
626	0.1198567132
627	0.1198562846
628	0.1198547811
629	0.1198453173
630	0.1198418133
631	0.119840745
632	0.1198376287
633	0.1198361862
634	0.1197570523
635	0.1197566642
636	0.1197560446
637	0.1197443531
638	0.1197439377
639	0.1196994353
640	0.119698359
641	0.1196938765
642	0.1196778934
643	0.1196180433
644	0.1196176684
645	0.1195928253
646	0.1195924367
647	0.1195908071
648	0.1195201687
649	0.119519425
650	0.1194822029
651	0.1194819436
652	0.119479944
653	0.1194794117
654	0.1194769684
655	0.1194767568
656	0.119472539
657	0.1194700615
658	0.1194688466
659	0.1194680548
660	0.119465311
661	0.1194652291
662	0.1194648059
663	0.1194606355
664	0.1194599529
665	0.1194598573
666	0.1194596389
667	0.1194487239
668	0.1194477545
669	0.1194457339
670	0.1194450785
671	0.1194409483
672	0.1194399311
673	0.1194393781
674	0.119437644
675	0.1194344762
676	0.1194165328
677	0.1193772568
678	0.1193768129
679	0.119376444
680	0.1193703168
681	0.1193696269
682	0.1193174746
683	0.1193158345
684	0.1192683488
685	0.1192678839
686	0.1192624896
687	0.1192590231
688	0.1192574232
689	0.1192559121
690	0.1192551258
691	0.1192530335
692	0.1192515976
693	0.1192084368
694	0.1192074792
695	0.1191766187
696	0.1191756882
697	0.1191358195
698	0.1191350734
699	0.1190899464
700	0.1190890426
701	0.1190878444
702	0.119087324
703	0.1190853999
704	0.1190839141
705	0.1190838045
706	0.1190828527
707	0.1190820858
708	0.1190813257
709	0.1190809834
710	0.1190762722
711	0.1190713006
712	0.1190704651
713	0.1190691982
714	0.1190643153
715	0.1190569461
716	0.1190558776
717	0.119053864
718	0.1190081787
719	0.11900613
720	0.1189798708
721	0.1189795076
722	0.1189589251
723	0.1189575336
724	0.1188940084
725	0.1188927534
726	0.1188916354
727	0.1188914914
728	0.118872588
729	0.1188713259
730	0.1188146794
731	0.1188141029
732	0.1188054073
733	0.1187436823
734	0.1187424943
735	0.118706107
736	0.1187048912
737	0.1186984889
738	0.1186983652
739	0.1186959609
740	0.1186906229
741	0.1186870367
742	0.11868681
743	0.1186866451
744	0.1186851543
745	0.1186851336
746	0.1186782425
747	0.1186125397
748	0.1186121135
749	0.1186115291
750	0.1185634519
751	0.1185627229
752	0.1185618701
753	0.1185438359
754	0.1185434851
755	0.1185413389
756	0.1185376106
757	0.1185320317
758	0.1184894897
759	0.1184888978
760	0.1184553032
761	0.118454904
762	0.1184544772
763	0.1184526255
764	0.1184464436
765	0.1184138905
766	0.1184135738
767	0.1183855715
768	0.1183838633
769	0.1183832916
770	0.1183453263
771	0.1183441757
772	0.11834133
773	0.1183090857
774	0.1183085895
775	0.1183077211
776	0.1183034478
777	0.1182748885
778	0.1182738199
779	0.1182423986
780	0.1182421986
781	0.1182421986
782	0.1182323919
783	0.1182121484
784	0.1182116173
785	0.1182104654
786	0.1182095134
787	0.1182059471
788	0.1182029118
789	0.1181977379
790	0.1181972688
791	0.1181960753
792	0.118196027
793	0.1181948197
794	0.1181926328
795	0.1181919222
796	0.1181913427
797	0.1181446681
798	0.118144254
799	0.1181219176
800	0.1181215655
801	0.1181157046
802	0.1181147381
803	0.1181119835
804	0.1181086352
805	0.1181082002
806	0.1181078896
807	0.1180680263
808	0.1180670387
809	0.1180642623
810	0.1180636269
811	0.1180611544
812	0.1180600976
813	0.118057404
814	0.1180534601
815	0.1180523342
816	0.1180521615
817	0.1180502551
818	0.1180487079
819	0.1180461521
820	0.1180458758
821	0.1180452196
822	0.1180434788
823	0.118040992
824	0.1180199143
825	0.1180193684
826	0.1180141312
827	0.1180088039
828	0.1180086173
829	0.1180055977
830	0.1180024606
831	0.1180023915
832	0.1180015623
833	0.1179949421
834	0.11799356
835	0.1179578197
836	0.1179575086
837	0.1179262381
838	0.1179256918
839	0.117925519
840	0.1179253876
841	0.117923327
842	0.1179228637
843	0.11792146
844	0.117920969
845	0.1178936244
846	0.1178930849
847	0.1178877936
848	0.1178857531
849	0.1178561794
850	0.1178559719
851	0.1178556259
852	0.1178542837
853	0.1178513293
854	0.1178497587
855	0.1178403415
856	0.1178400578
857	0.1178400578
858	0.1178334908
859	0.1178332486
860	0.1178314079
861	0.1177829707
862	0.1177808107
863	0.1177802776
864	0.1177559541
865	0.1177552478
866	0.1177068832
867	0.1177054699
868	0.1177050197
869	0.1176779228
870	0.1176766062
871	0.1176748462
872	0.1176742987
873	0.1176739246
874	0.1176739107
875	0.1176722407
876	0.1176683255
877	0.117638198
878	0.1176363889
879	0.1176323823
880	0.1176296096
881	0.1176287985
882	0.1176275161
883	0.1176273774
884	0.1176250829
885	0.1176232666
886	0.1176166529
887	0.1176153703
888	0.1175747229
889	0.1175738629
890	0.1175299889
891	0.1175292396
892	0.1175285388
893	0.1175262701
894	0.1174936286
895	0.1174934551
896	0.1174915397
897	0.1174896242
898	0.1174889371
899	0.117487195
900	0.1174802891
901	0.1174723902
902	0.1174706479
903	0.1174242146
904	0.1174234855
905	0.1173675159
906	0.1173669392
907	0.1173273663
908	0.1173252466
909	0.1172913813
910	0.1172904497
911	0.1172883154
912	0.1172867094
913	0.1172857083
914	0.1172836365
915	0.1172722686
916	0.1172713717
917	0.1172702591
918	0.1172693205
919	0.117269244
920	0.1172682566
921	0.1172645434
922	0.1172633335
923	0.1172369761
924	0.1172358424
925	0.11719921
926	0.1171979577
927	0.1171928716
928	0.1171921201
929	0.1171564624
930	0.1171546389
931	0.1171536853
932	0.1171488618
933	0.1171479639
934	0.1171049748
935	0.1171035613
936	0.117102858
937	0.1170767849
938	0.1170757611
939	0.1170756218
940	0.1170745004
941	0.1170736855
942	0.1170735462
943	0.1170733442
944	0.1170716726
945	0.1170715682
946	0.1170350028
947	0.1170324946
948	0.1169988791
949	0.1169981821
950	0.1169981542
951	0.1169964955
952	0.1169958961
953	0.1169875881
954	0.1169862708
955	0.1169846955
956	0.1169840751
957	0.1169830296
958	0.1169801787
959	0.1169796768
960	0.1169737656
961	0.1169734589
962	0.1169721972
963	0.1169711724
964	0.1169645777
965	0.1169638247
966	0.1169614649
967	0.1169528372
968	0.1169511673
969	0.116950878
970	0.1169507595
971	0.1169507176
972	0.1169445679
973	0.1169441077
974	0.1169072689
975	0.116905968
976	0.1169040116
977	0.1169030455
978	0.116888348
979	0.1168874621
980	0.1168856902
981	0.1168842635
982	0.1168820276
983	0.1168758115
984	0.1168466172
985	0.1168452041
986	0.1168443946
987	0.1168441398
988	0.1168358908
989	0.1168348998
990	0.1168346765
991	0.1168338564
992	0.1168322616
993	0.1168322581
994	0.1168310298
995	0.1168300038
996	0.1167732714
997	0.11677324
998	0.1167724823
999	0.1167630376
1000	0.116729802
1001	0.1167290301
1002	0.1167244056
1003	0.1167244056
1004	0.1167231551
1005	0.1167217684
1006	0.1167075686
1007	0.1167062831
1008	0.1167059163
1009	0.1167049241
1010	0.1167049206
1011	0.1167039599
1012	0.1166996873
1013	0.1166996139
1014	0.1166994707
1015	0.1166988663
1016	0.1166980453
1017	0.116697895
1018	0.1166965919
1019	0.1166958302
1020	0.1166950197
1021	0.1166950057
1022	0.1166897056
1023	0.1166852891
1024	0.1166795832
1025	0.1166790695
1026	0.1166785908
1027	0.1166783043
1028	0.1166760365
1029	0.1166750756
1030	0.1166704314
1031	0.1166688344
1032	0.1166686073
1033	0.1166643369
1034	0.1166618661
1035	0.1166608911
1036	0.1166565609
1037	0.1166563163
1038	0.1166075763
1039	0.1166071637
1040	0.1165817596
1041	0.1165813294
1042	0.1165797487
1043	0.1165405837
1044	0.1165395447
1045	0.116535399
1046	0.1165350561
1047	0.1165334782
1048	0.1165318968
1049	0.1165307668
1050	0.1165137829
1051	0.1165133035
1052	0.1165125511
1053	0.1164689389
1054	0.1164685784
1055	0.1164684524
1056	0.1164682703
1057	0.1164679728
1058	0.1164667126
1059	0.1164368169
1060	0.1164335815
1061	0.1164313439
1062	0.1163988648
1063	0.1163968367
1064	0.1163967912
1065	0.1163865768
1066	0.1163849549
1067	0.1163836938
1068	0.1163753876
1069	0.1163739302
1070	0.1163684157
1071	0.1163681459
1072	0.1163378605
1073	0.1163376082
1074	0.1162869325
1075	0.1162855827
1076	0.1162847307
1077	0.1162841172
1078	0.1162574291
1079	0.1162566084
1080	0.1162298298
1081	0.1162296229
1082	0.1162291388
1083	0.1162269745
1084	0.1161958242
1085	0.1161955996
1086	0.116195561
1087	0.1161924382
1088	0.1161915153
1089	0.1161904416
1090	0.1161320838
1091	0.1161285695
1092	0.1161279305
1093	0.1161269791
1094	0.1161255747
1095	0.1161247672
1096	0.116122629
1097	0.1160818382
1098	0.1160811919
1099	0.1160809637
1100	0.116078628
1101	0.1160756987
1102	0.1160749927
1103	0.116060366
1104	0.1160599128
1105	0.1160433976
1106	0.1160417779
1107	0.1160388511
1108	0.1160069474
1109	0.1160062797
1110	0.1159834261
1111	0.1159809795
1112	0.115952896
1113	0.115951922
1114	0.1159512258
1115	0.1159503081
1116	0.1159484375
1117	0.1159464719
1118	0.1159436904
1119	0.1159433704
1120	0.1159428394
1121	0.1159428078
1122	0.1159425054
1123	0.1159421959
1124	0.1159407507
1125	0.1159373396
1126	0.1159348885
1127	0.1159159954
1128	0.1159154854
1129	0.1158972504
1130	0.115896677
1131	0.1158952734
1132	0.1158943799
1133	0.1158926877
1134	0.1158920615
1135	0.1158920334
1136	0.1158892823
1137	0.1158892858
1138	0.1158888601
1139	0.1158824817
1140	0.1158819399
1141	0.1158813277
1142	0.1158799802
1143	0.1158758038
1144	0.1158739249
1145	0.1158710784
1146	0.1158710714
1147	0.1158710573
1148	0.1158694845
1149	0.1158690341
1150	0.1158686646
1151	0.1158686294
1152	0.1158675492
1153	0.1158641184
1154	0.1158612224
1155	0.1158593221
1156	0.1158585831
1157	0.1158582664
1158	0.1158550535
1159	0.1158533221
1160	0.115824201
1161	0.1158219763
1162	0.1158192306
1163	0.1158178331
1164	0.1158177838
1165	0.115816087
1166	0.1158160448
1167	0.1158134221
1168	0.1157900551
1169	0.1157879143
1170	0.1157863615
1171	0.115786196
1172	0.1157577764
1173	0.1157564169
1174	0.1157544938
1175	0.1157519614
1176	0.1157513661
1177	0.1157512781
1178	0.1157507321
1179	0.1157499748
1180	0.1157475338
1181	0.1157472027
1182	0.1157467061
1183	0.1157463574
1184	0.1157457409
1185	0.1157431343
1186	0.1157424263
1187	0.1157410067
1188	0.1157403374
1189	0.1157400732
1190	0.1157397351
1191	0.115738333
1192	0.1157370156
1193	0.1157111632
1194	0.115710684
1195	0.1156931674
1196	0.1156917296
1197	0.1156671078
1198	0.1156661667
1199	0.1156505576
1200	0.1156498737
1201	0.1156492215
1202	0.1156482908
1203	0.115648104
1204	0.1156444375
1205	0.115616967
1206	0.1156162829
1207	0.1155926891
1208	0.1155923469
1209	0.1155914687
1210	0.1155652309
1211	0.1155643066
1212	0.1155635128
1213	0.1155625391
1214	0.115561456
1215	0.1155613854
1216	0.1155577409
1217	0.1155563014
1218	0.1155552676
1219	0.1155547419
1220	0.1155527273
1221	0.1155518346
1222	0.1155512877
1223	0.1155495553
1224	0.1155491425
1225	0.1155491389
1226	0.1155384332
1227	0.1155364571
1228	0.1155363089
1229	0.1155335635
1230	0.1155329353
1231	0.1155311391
1232	0.1155295299
1233	0.1155167753
1234	0.1155157588
1235	0.1155140188
1236	0.1155134858
1237	0.1155134858
1238	0.1155122788
1239	0.1155114775
1240	0.1155028121
1241	0.1155025262
1242	0.115502025
1243	0.1154946156
1244	0.1154707992
1245	0.1154707391
1246	0.1154707391
1247	0.1154703578
1248	0.1154703119
1249	0.1154700683
1250	0.1154655028
1251	0.1154653369
1252	0.1154609054
1253	0.1154608348
1254	0.1154593447
1255	0.115459267
1256	0.1154592246
1257	0.1154585537
1258	0.1154573919
1259	0.1154289691
1260	0.1154279307
1261	0.1154147728
1262	0.1154146138
1263	0.1154128793
1264	0.1154121092
1265	0.1154101628
1266	0.1153832548
1267	0.115382011
1268	0.1153534566
1269	0.1153524069
1270	0.1153275748
1271	0.1153272672
1272	0.1153149994
1273	0.1153137054
1274	0.1152845717
1275	0.1152844338
1276	0.1152663183
1277	0.1152658585
1278	0.1152358495
1279	0.1152341618
1280	0.115202145
1281	0.1151995155
1282	0.1151960329
1283	0.115193874
1284	0.115193474
1285	0.1151818893
1286	0.115181107
1287	0.1151433288
1288	0.1151428224
1289	0.1151106385
1290	0.1151101001
1291	0.1151098699
1292	0.1150992721
1293	0.1150978623
1294	0.1150659103
1295	0.1150635895
1296	0.1150622005
1297	0.1150551206
1298	0.1150543127
1299	0.1150539902
1300	0.1150524842
1301	0.115048494
1302	0.1150464528
1303	0.1150463571
1304	0.115045829
1305	0.1150415019
1306	0.115009513
1307	0.115006716
1308	0.1150040926
1309	0.1150028234
1310	0.1150014479
1311	0.1149877377
1312	0.1149868832
1313	0.1149720897
1314	0.1149717528
1315	0.1149407944
1316	0.1149389109
1317	0.1149165049
1318	0.1149138476
1319	0.1148902976
1320	0.1148892472
1321	0.1148884736
1322	0.1148874018
1323	0.1148851661
1324	0.114861809
1325	0.1148593811
1326	0.1148579435
1327	0.1148551357
1328	0.1148551322
1329	0.1148551251
1330	0.1148532508
1331	0.1148529419
1332	0.1148522533
1333	0.1148518344
1334	0.114850631
1335	0.1148502192
1336	0.1148490229
1337	0.1148488703
1338	0.1148469781
1339	0.1148445144
1340	0.1148421216
1341	0.1148418767
1342	0.1148376874
1343	0.1148357738
1344	0.1148356993
1345	0.1148336436
1346	0.114800613
1347	0.1147985283
1348	0.1147963335
1349	0.1147711715
1350	0.1147696795
1351	0.1147656404
1352	0.1147649512
1353	0.114764198
1354	0.1147625035
1355	0.1147614696
1356	0.1147596969
1357	0.114751703
1358	0.1147498946
1359	0.1147498271
1360	0.1147460679
1361	0.1147451157
1362	0.1147437619
1363	0.1147147181
1364	0.1147132787
1365	0.1146976395
1366	0.1146966051
1367	0.1146732096
1368	0.114672534
1369	0.1146716701
1370	0.1146546988
1371	0.1146535076
1372	0.1146533156
1373	0.114643842
1374	0.1146424231
1375	0.1146414095
1376	0.1146400118
1377	0.1146382976
1378	0.1146272721
1379	0.1146259739
1380	0.1146226517
1381	0.1146194682
1382	0.1146186323
1383	0.1145842055
1384	0.1145828925
1385	0.1145823695
1386	0.1145817183
1387	0.1145797897
1388	0.1145730858
1389	0.1145724239
1390	0.1145405567
1391	0.1145389122
1392	0.1145370434
1393	0.1145201305
1394	0.114519479
1395	0.1145187172
1396	0.1145162393
1397	0.1144890073
1398	0.114486454
1399	0.1144852111
1400	0.1144841997
1401	0.114483694
1402	0.1144825971
1403	0.1144793991
1404	0.1144788007
1405	0.1144567749
1406	0.1144558808
1407	0.1144422941
1408	0.1144415246
1409	0.1144259123
1410	0.1144248042
1411	0.1143954941
1412	0.114394236
1413	0.1143921118
1414	0.1143811267
1415	0.1143801643
1416	0.1143601123
1417	0.1143593708
1418	0.1143574705
1419	0.1143549891
1420	0.1143538518
1421	0.1143347509
1422	0.1143336098
1423	0.1143334315
1424	0.1143329751
1425	0.1143324723
1426	0.1143297942
1427	0.1143288314
1428	0.114325925
1429	0.1143243131
1430	0.1143222161
1431	0.1143221198
1432	0.1143141346
1433	0.1143129042
1434	0.114302632
1435	0.1143017117
1436	0.1142630825
1437	0.1142623974
1438	0.1142321926
1439	0.1142316394
1440	0.1142316323
1441	0.1142311397
1442	0.1142294087
1443	0.1142198714
1444	0.1142184508
1445	0.1142123503
1446	0.1141890341
1447	0.1141885342
1448	0.114186724
1449	0.1141738908
1450	0.114172716
1451	0.1141224616
1452	0.1141210219
1453	0.1141113505
1454	0.1141096963
1455	0.1140872811
1456	0.1140831356
1457	0.1140614623
1458	0.114061162
1459	0.1140323412
1460	0.1140312936
1461	0.1140311971
1462	0.114031004
1463	0.1140305177
1464	0.1140292914
1465	0.1140285262
1466	0.1140228089
1467	0.1140221867
1468	0.1140100395
1469	0.1140089453
1470	0.1139849615
1471	0.1139843284
1472	0.1139837883
1473	0.1139836309
1474	0.1139835916
1475	0.1139835344
1476	0.1139764877
1477	0.1139636845
1478	0.1139626685
1479	0.1139617312
1480	0.1139587117
1481	0.1139515418
1482	0.1139496885
1483	0.1139490945
1484	0.1139486187
1485	0.1139473341
1486	0.1139460961
1487	0.1139427614
1488	0.1139251733
1489	0.1139245757
1490	0.1139228149
1491	0.1139215194
1492	0.1139213834
1493	0.1139186313
1494	0.1139182662
1495	0.1139176649
1496	0.1139176506
1497	0.1139174001
1498	0.1139158576
1499	0.1139115412
1500	0.1139098661
1501	0.1139091897
1502	0.1138919509
1503	0.1138878484
1504	0.1138467224
1505	0.1138424894
1506	0.1138404981
1507	0.1138394918
1508	0.1138385355
1509	0.1138207272
1510	0.1138202186
1511	0.113816504
