iter	RMSE
1512	0.1138156837
1513	0.1138150281
1514	0.1137962595
1515	0.1137949017
1516	0.1137855788
1517	0.1137846221
1518	0.1137572007
1519	0.1137560968
1520	0.1137506059
1521	0.1137498819
1522	0.1137491328
1523	0.1137486991
1524	0.1137375372
1525	0.1137371715
1526	0.1137321063
1527	0.1137313965
1528	0.1137145861
1529	0.1137139551
1530	0.1137049985
1531	0.1137034172
1532	0.1137024527
1533	0.1137024455
1534	0.1137020296
1535	0.1137019399
1536	0.113695385
1537	0.1136949439
1538	0.1136949403
1539	0.1136939829
1540	0.1136934737
1541	0.1136927493
1542	0.1136924983
1543	0.1136908702
1544	0.1136890915
1545	0.1136885679
1546	0.1136845191
1547	0.1136759009
1548	0.1136744698
1549	0.1136742762
1550	0.1136713961
1551	0.1136668875
1552	0.1136650725
1553	0.1136642655
1554	0.1136606462
1555	0.1136600902
1556	0.1136581926
1557	0.1136421176
1558	0.1136413068
1559	0.1136391004
1560	0.1136383864
1561	0.1136093076
1562	0.1136085361
1563	0.1136072011
1564	0.1136055825
1565	0.1135945357
1566	0.1135939327
1567	0.1135933154
1568	0.1135912337
1569	0.1135583515
1570	0.1135580033
1571	0.1135506824
1572	0.113549239
1573	0.1135161616
1574	0.1135149081
1575	0.1134873388
1576	0.1134855462
1577	0.1134844109
1578	0.1134828158
1579	0.113481641
1580	0.1134816158
1581	0.113478429
1582	0.1134761727
1583	0.1134754326
1584	0.1134754146
1585	0.1134736936
1586	0.1134710779
1587	0.1134708767
1588	0.113466777
1589	0.1134309294
1590	0.1134306994
1591	0.1134290855
1592	0.1134140925
1593	0.1134125323
1594	0.1133939092
1595	0.1133909717
1596	0.1133894867
1597	0.1133891703
1598	0.1133885374
1599	0.1133874875
1600	0.1133873041
1601	0.1133842298
1602	0.1133833524
1603	0.1133774335
1604	0.1133754665
1605	0.1133742438
1606	0.1133729456
1607	0.1133716474
1608	0.1133452016
1609	0.113344234
1610	0.113344234
1611	0.11334218
1612	0.113321063
1613	0.113320919
1614	0.1133208507
1615	0.113316983
1616	0.1133160295
1617	0.1132972791
1618	0.1132948032
1619	0.1132728531
1620	0.1132684978
1621	0.1132574613
1622	0.1132569502
1623	0.1132549054
1624	0.1132546355
1625	0.1132533827
1626	0.1132523315
1627	0.1132521587
1628	0.1132511147
1629	0.1132494551
1630	0.1132494263
1631	0.1132489043
1632	0.1132486271
1633	0.1132480546
1634	0.1132480078
1635	0.1132460242
1636	0.1132442169
1637	0.1132434752
1638	0.1132422547
1639	0.1132391512
1640	0.1132386544
1641	0.1132379811
1642	0.1132373654
1643	0.1132365661
1644	0.1132364329
1645	0.1132335849
1646	0.1132332068
1647	0.1132327171
1648	0.1132324687
1649	0.1132324363
1650	0.1132307332
1651	0.1132307224
1652	0.1132298942
1653	0.1132296098
1654	0.1132289184
1655	0.1132287852
1656	0.1132223073
1657	0.1132213675
1658	0.1132213099
1659	0.1132206905
1660	0.1132198839
1661	0.1132190448
1662	0.1132185299
1663	0.1132173559
1664	0.1132137368
1665	0.1132135423
1666	0.11320527
1667	0.1132046938
1668	0.1132040131
1669	0.1132030623
1670	0.113202306
1671	0.1132005592
1672	0.1131942634
1673	0.1131635861
1674	0.1131631862
1675	0.1131530979
1676	0.1131521719
1677	0.1131504063
1678	0.1131494443
1679	0.1131489182
1680	0.1131453797
1681	0.1131451815
1682	0.1131435528
1683	0.1131362016
1684	0.1131351277
1685	0.1131250729
1686	0.1131236925
1687	0.113122687
1688	0.1131215589
1689	0.1131209858
1690	0.1131200704
1691	0.113119919
1692	0.1131162427
1693	0.1131155723
1694	0.1131148298
1695	0.1131144261
1696	0.1131037206
1697	0.1131032989
1698	0.1131029744
1699	0.1131013126
1700	0.1131010783
1701	0.1130992795
1702	0.1130986018
1703	0.1130967994
1704	0.1130761485
1705	0.1130750668
1706	0.113073062
1707	0.1130723661
1708	0.113068746
1709	0.1130683565
1710	0.1130596914
1711	0.1130565504
1712	0.1130390157
1713	0.1130357046
1714	0.1130103454
1715	0.1130091585
1716	0.1130083215
1717	0.113003855
1718	0.1130032994
1719	0.1129944416
1720	0.1129940736
1721	0.1129931174
1722	0.1129923958
1723	0.1129915803
1724	0.1129909597
1725	0.1129880514
1726	0.1129854533
1727	0.1129823319
1728	0.112982119
1729	0.1129791238
1730	0.1129789939
1731	0.1129775144
1732	0.1129772184
1733	0.112977056
1734	0.1129768431
1735	0.1129763704
1736	0.1129759987
1737	0.1129758182
1738	0.1129742123
1739	0.1129736205
1740	0.1129733137
1741	0.1129731477
1742	0.1129708633
1743	0.1129699755
1744	0.1129687304
1745	0.112968171
1746	0.112951644
1747	0.1129513119
1748	0.1129386019
1749	0.112938212
1750	0.1129351254
1751	0.1129336561
1752	0.1129334287
1753	0.1129322121
1754	0.1129322121
1755	0.112929981
1756	0.1129156979
1757	0.112913907
1758	0.1129136434
1759	0.1129033739
1760	0.1129030489
1761	0.1129022942
1762	0.112902045
1763	0.112877389
1764	0.1128769989
1765	0.1128762368
1766	0.112875565
1767	0.1128752254
1768	0.1128751207
1769	0.112874615
1770	0.1128744561
1771	0.112874178
1772	0.1128736795
1773	0.1128734086
1774	0.1128727079
1775	0.1128714581
1776	0.1128714508
1777	0.1128714472
1778	0.11287144
1779	0.1128705297
1780	0.1128698976
1781	0.1128689584
1782	0.1128676292
1783	0.1128647249
1784	0.1128641252
1785	0.1128355045
1786	0.1128353961
1787	0.1128343374
1788	0.1128309083
1789	0.1128307313
1790	0.1128283717
1791	0.1128277574
1792	0.1128250074
1793	0.1128247689
1794	0.1128247617
1795	0.1128201976
1796	0.1128200567
1797	0.1128200567
1798	0.1128196556
1799	0.112819081
1800	0.1128128036
1801	0.112792708
1802	0.1127925634
1803	0.1127914139
1804	0.11279085
1805	0.1127541367
1806	0.1127536378
1807	0.1127531532
1808	0.1127522167
1809	0.112749577
1810	0.1127489768
1811	0.1127470132
1812	0.1127459067
1813	0.1127272892
1814	0.1127270542
1815	0.1127268914
1816	0.1127268516
1817	0.112721213
1818	0.112718323
1819	0.1127176104
1820	0.112717614
1821	0.1127148144
1822	0.1127132663
1823	0.1127123475
1824	0.1127121196
1825	0.1127089292
1826	0.1127088604
1827	0.1126824906
1828	0.1126816693
1829	0.1126815463
1830	0.1126815209
1831	0.1126809854
1832	0.1126804608
1833	0.1126795779
1834	0.112678174
1835	0.1126768642
1836	0.1126761695
1837	0.112670901
1838	0.1126707743
1839	0.112669421
1840	0.1126648289
1841	0.112661999
1842	0.112660935
1843	0.1126559192
1844	0.112655427
1845	0.1126506497
1846	0.1126494554
1847	0.1126486954
1848	0.1126484203
1849	0.112637428
1850	0.1126364399
1851	0.1126356797
1852	0.1126351078
1853	0.1126327622
1854	0.1126322772
1855	0.1126311333
1856	0.1126287949
1857	0.1126287189
1858	0.11262183
1859	0.1126217214
1860	0.1126217214
1861	0.1126217141
1862	0.1126146003
1863	0.1126141405
1864	0.1126137133
1865	0.1125877377
1866	0.1125864123
1867	0.1125863471
1868	0.1125735488
1869	0.1125731577
1870	0.1125714011
1871	0.1125712744
1872	0.1125710679
1873	0.1125708216
1874	0.1125702277
1875	0.1125625854
1876	0.112561622
1877	0.1125610316
1878	0.1125604376
1879	0.1125593726
1880	0.1125584454
1881	0.1125561815
1882	0.112554508
1883	0.1125528671
1884	0.1125501105
1885	0.1125489259
1886	0.1125446042
1887	0.1125445245
1888	0.1125424379
1889	0.1125418039
1890	0.1125415902
1891	0.1125399817
1892	0.1125393622
1893	0.1125381558
1894	0.1125253882
1895	0.1125248629
1896	0.1125219389
1897	0.1125216055
1898	0.112521178
1899	0.112516203
1900	0.1125107241
1901	0.1125097203
1902	0.1125091985
1903	0.1124878199
1904	0.1124875336
1905	0.112487298
1906	0.1124838982
1907	0.1124822454
1908	0.1124688879
1909	0.1124683405
1910	0.1124678257
1911	0.1124675502
1912	0.1124559674
1913	0.1124558297
1914	0.1124506089
1915	0.112450598
1916	0.1124502209
1917	0.1124484226
1918	0.1124481325
1919	0.1124472515
1920	0.1124472043
1921	0.1124468381
1922	0.1124456888
1923	0.1124362432
1924	0.1124353185
1925	0.1124189308
1926	0.1124171936
1927	0.1124165118
1928	0.1124130591
1929	0.1124129793
1930	0.1124122285
1931	0.1124112747
1932	0.112410756
1933	0.1124107161
1934	0.1124107016
1935	0.1124100596
1936	0.1124022252
1937	0.1124012821
1938	0.1123851071
1939	0.1123836161
1940	0.112381443
1941	0.1123806884
1942	0.112380224
1943	0.1123798104
1944	0.112379473
1945	0.1123789579
1946	0.1123747167
1947	0.1123739984
1948	0.1123725144
1949	0.1123724346
1950	0.1123708346
1951	0.1123567054
1952	0.1123567054
1953	0.1123566728
1954	0.1123552685
1955	0.1123525505
1956	0.1123524852
1957	0.1123487112
1958	0.1123466899
1959	0.1123448717
1960	0.1123442874
1961	0.1123435326
1962	0.1123434963
1963	0.1123390687
1964	0.1123255127
1965	0.1123231897
1966	0.1123029846
1967	0.112302618
1968	0.1123017212
1969	0.1122974953
1970	0.1122938102
1971	0.1122919476
1972	0.112289043
1973	0.1122883313
1974	0.1122882079
1975	0.1122869153
1976	0.1122865449
1977	0.112285521
1978	0.112267361
1979	0.1122673247
1980	0.1122648552
1981	0.1122633481
1982	0.1122629159
1983	0.1122601594
1984	0.1122597164
1985	0.1122582019
1986	0.1122571595
1987	0.1122552237
1988	0.112236939
1989	0.1122367101
1990	0.1122357112
1991	0.112234171
1992	0.1122332664
1993	0.1122277083
1994	0.1122272288
1995	0.1122261244
1996	0.1122259609
1997	0.112225485
1998	0.1122238829
1999	0.1122228075
2000	0.1122211072
2001	0.1122210273
2002	0.1122207803
2003	0.1122188438
2004	0.1122173724
2005	0.1122171435
2006	0.1122171108
2007	0.1122091066
2008	0.1122090848
2009	0.1122089213
2010	0.1122071809
2011	0.1121945247
2012	0.112194085
2013	0.1121737949
2014	0.1121733842
2015	0.1121691534
2016	0.112167456
2017	0.112167307
2018	0.1121643555
2019	0.112139959
2020	0.1121398754
2021	0.1121395555
2022	0.1121391446
2023	0.112139061
2024	0.1121326583
2025	0.1121317566
2026	0.1121224918
2027	0.1121211028
2028	0.1121202555
2029	0.1121184628
2030	0.1121111534
2031	0.1121107861
2032	0.1121003412
2033	0.1120993411
2034	0.1120850576
2035	0.1120848503
2036	0.112084512
2037	0.1120832753
2038	0.1120831662
2039	0.1120827369
2040	0.1120799978
2041	0.1120795286
2042	0.1120776843
2043	0.1120552119
2044	0.1120541531
2045	0.1120523848
2046	0.1120521083
2047	0.1120518317
2048	0.1120515625
2049	0.1120498742
2050	0.112045868
2051	0.1120449838
2052	0.1120438812
2053	0.1120422329
2054	0.1120386522
2055	0.1120384811
2056	0.1120382774
2057	0.11203565
2058	0.1120351587
2059	0.1120350277
2060	0.1120320145
2061	0.1120316942
2062	0.1120314431
2063	0.1120310537
2064	0.1120297509
2065	0.1120272944
2066	0.1120269049
2067	0.1120260424
2068	0.1120239789
2069	0.1120228288
2070	0.1120226104
2071	0.1120221446
2072	0.1120205323
2073	0.1120199354
2074	0.1120154004
2075	0.1120146433
2076	0.1120135113
2077	0.1120125832
2078	0.1120122155
2079	0.1120119717
2080	0.1120106686
2081	0.1120021073
2082	0.1119990422
2083	0.1119571204
2084	0.1119566725
2085	0.1119508567
2086	0.1119502193
2087	0.1119430738
2088	0.111942349
2089	0.1119416716
2090	0.1119416243
2091	0.1119406045
2092	0.111939876
2093	0.111939876
2094	0.1119396684
2095	0.1119352394
2096	0.1119343507
2097	0.1119299069
2098	0.1119198459
2099	0.1119198422
2100	0.1119191537
2101	0.1119182175
2102	0.1119181993
2103	0.1119157075
2104	0.1119027269
2105	0.1119021585
2106	0.1118879556
2107	0.111887256
2108	0.1118559104
2109	0.1118556042
2110	0.1118542738
2111	0.1118385738
2112	0.1118379833
2113	0.111837389
2114	0.1118368787
2115	0.1118368714
2116	0.1118362042
2117	0.1118354606
2118	0.111834458
2119	0.1118340351
2120	0.1118338237
2121	0.1118337471
2122	0.1118300577
2123	0.1118273087
2124	0.1118270717
2125	0.1118270171
2126	0.1118270134
2127	0.1118248405
2128	0.1118205819
2129	0.1118205783
2130	0.1118196886
2131	0.1118168738
2132	0.1117884445
2133	0.1117870185
2134	0.1117861249
2135	0.1117835791
2136	0.1117835682
2137	0.1117831779
2138	0.1117823938
2139	0.1117821603
2140	0.1117820728
2141	0.1117817263
2142	0.1117815622
2143	0.1117806066
2144	0.1117804789
2145	0.1117803038
2146	0.1117800959
2147	0.1117730088
2148	0.1117725492
2149	0.111762339
2150	0.1117620983
2151	0.1117620217
2152	0.1117608689
2153	0.1117601466
2154	0.1117575528
2155	0.1117570895
2156	0.1117389458
2157	0.1117386357
2158	0.1117300207
2159	0.1117293638
2160	0.1117293529
2161	0.1117287362
2162	0.1117265175
2163	0.1117245981
2164	0.1117059746
2165	0.1117050768
2166	0.1117044527
2167	0.1117023138
2168	0.1116936303
2169	0.1116930499
2170	0.1116927871
2171	0.1116724717
2172	0.111671862
2173	0.1116556616
2174	0.111653814
2175	0.1116407481
2176	0.1116398534
2177	0.1116317128
2178	0.1116311832
2179	0.1116031779
2180	0.111602597
2181	0.111602144
2182	0.1116001603
2183	0.1115997292
2184	0.111596222
2185	0.1115957763
2186	0.1115932956
2187	0.1115931166
2188	0.1115925613
2189	0.1115919402
2190	0.1115914871
2191	0.1115902011
2192	0.1115900403
2193	0.111589021
2194	0.1115812019
2195	0.1115806794
2196	0.1115788488
2197	0.1115786624
2198	0.1115749499
2199	0.1115744639
2200	0.1115742812
2201	0.1115691398
2202	0.1115682993
2203	0.1115645353
2204	0.1115607053
2205	0.1115376317
2206	0.1115372223
2207	0.1115364912
2208	0.1115361988
2209	0.1115354019
2210	0.1115317721
2211	0.1115314065
2212	0.11153016
2213	0.1115272099
2214	0.1115272136
2215	0.1115261863
2216	0.1115250275
2217	0.1115244133
2218	0.1115237918
2219	0.1115214631
2220	0.1115191928
2221	0.1115156099
2222	0.1115148056
2223	0.1115144729
2224	0.1115123669
2225	0.1115114639
2226	0.1115079502
2227	0.1115073506
2228	0.1115062354
2229	0.1115035516
2230	0.1115024364
2231	0.1115023633
2232	0.1115015588
2233	0.1114851765
2234	0.1114844926
2235	0.1114798371
2236	0.1114786595
2237	0.1114747974
2238	0.1114745743
2239	0.1114671715
2240	0.1114666704
2241	0.1114333881
2242	0.1114321881
2243	0.1114094464
2244	0.1114093989
2245	0.1114073641
2246	0.1113969155
2247	0.1113968716
2248	0.111396857
2249	0.1113954223
2250	0.111393186
2251	0.1113926955
2252	0.1113916012
2253	0.1113573629
2254	0.1113560961
2255	0.1113559313
2256	0.1113557593
2257	0.1113553529
2258	0.1113544778
2259	0.1113541922
2260	0.1113499194
2261	0.1113493628
2262	0.111348744
2263	0.1113152178
2264	0.111314987
2265	0.1113098006
2266	0.1112890745
2267	0.1112881733
2268	0.1112837221
2269	0.1112832348
2270	0.1112672857
2271	0.1112653803
2272	0.11124307
2273	0.1112425752
2274	0.1112383384
2275	0.1112376274
2276	0.111234281
2277	0.1112335809
2278	0.1112278849
2279	0.1112278702
2280	0.1112245822
2281	0.1112210705
2282	0.1112204657
2283	0.1112196446
2284	0.1112194613
2285	0.1112185631
2286	0.1112181966
2287	0.1112173021
2288	0.1112136838
2289	0.1112129617
2290	0.1112117335
2291	0.111211213
2292	0.1111941095
2293	0.1111931012
2294	0.1111924962
2295	0.1111884958
2296	0.1111875534
2297	0.1111845503
2298	0.1111835199
2299	0.1111832998
2300	0.1111832485
2301	0.1111800142
2302	0.1111798235
2303	0.1111784887
2304	0.1111764864
2305	0.1111763727
2306	0.1111754816
2307	0.1111750085
2308	0.11117411
2309	0.1111594437
2310	0.1111592676
2311	0.1111553174
2312	0.1111542793
2313	0.1111534284
2314	0.1111531313
2315	0.1111526471
2316	0.1111516641
2317	0.1111516237
2318	0.1111514697
2319	0.1111428605
2320	0.111140997
2321	0.1111377908
2322	0.111137479
2323	0.1111368957
2324	0.1111277534
2325	0.1111263226
2326	0.1111262565
2327	0.1111254567
2328	0.1111219969
2329	0.1111191387
2330	0.1111178362
2331	0.1111153118
2332	0.1111150843
2333	0.1111141707
2334	0.1111133561
2335	0.1111133451
2336	0.1111088134
2337	0.1111085969
2338	0.1110972578
2339	0.1110949458
2340	0.1110771491
2341	0.1110765582
2342	0.1110601756
2343	0.111059144
2344	0.1110386979
2345	0.1110383712
2346	0.1110355622
2347	0.1110346736
2348	0.1110321767
2349	0.1110311486
2350	0.1110307814
2351	0.1110307116
2352	0.1110307006
2353	0.1110289637
2354	0.111027091
2355	0.11102271
2356	0.1110220013
2357	0.1110103668
2358	0.1110099555
2359	0.1110087839
2360	0.1110076343
2361	0.1110054233
2362	0.1110043104
2363	0.111002878
2364	0.1110013941
2365	0.1110011297
2366	0.1110010746
2367	0.1109986614
2368	0.1109979782
2369	0.110996373
2370	0.1109939193
2371	0.1109901285
2372	0.1109897906
2373	0.1109890485
2374	0.1109888575
2375	0.1109813195
2376	0.1109808786
2377	0.1109631592
2378	0.1109622406
2379	0.1109585846
2380	0.1109574015
2381	0.1109423684
2382	0.1109416885
2383	0.1109409462
2384	0.1109401303
2385	0.110939987
2386	0.1109383773
2387	0.110937227
2388	0.1109148728
2389	0.1109140163
2390	0.11091402
2391	0.1109129907
2392	0.1109128915
2393	0.1109110646
2394	0.1108968487
2395	0.1108964921
2396	0.1108950546
2397	0.1108939516
2398	0.1108930545
2399	0.1108914993
2400	0.1108879991
2401	0.110886977
2402	0.1108868924
2403	0.1108863593
2404	0.1108850173
2405	0.1108850136
2406	0.1108843518
2407	0.1108836826
2408	0.1108835097
2409	0.1108728058
2410	0.1108724822
2411	0.1108721402
2412	0.1108604349
2413	0.1108589087
2414	0.1108551463
2415	0.1108540136
2416	0.1108537304
2417	0.110853175
2418	0.1108522518
2419	0.1108489012
2420	0.1108488093
2421	0.1108477647
2422	0.1108474557
2423	0.1108458778
2424	0.1108426925
2425	0.1108418686
2426	0.1108396469
2427	0.110839051
2428	0.1108379254
2429	0.1108236597
2430	0.1108230821
2431	0.1108223868
2432	0.110822258
2433	0.1108199219
2434	0.1108045427
2435	0.1108043182
2436	0.1107937906
2437	0.1107931798
2438	0.1107914208
2439	0.1107914024
2440	0.1107906185
2441	0.1107902579
2442	0.1107902542
2443	0.1107892128
2444	0.110786162
2445	0.110785875
2446	0.1107834129
2447	0.1107828241
2448	0.110782169
2449	0.1107808625
2450	0.1107785255
2451	0.1107779183
2452	0.110777863
2453	0.1107766227
2454	0.1107755407
2455	0.1107737004
2456	0.1107729975
2457	0.1107692469
2458	0.1107686322
2459	0.1107609467
2460	0.1107607663
2461	0.1107600338
2462	0.110759478
2463	0.110759478
2464	0.1107577332
2465	0.1107557932
2466	0.1107548877
2467	0.1107523072
2468	0.1107507831
2469	0.1107472453
2470	0.1107467815
2471	0.1107455482
2472	0.1107380157
2473	0.1107371541
2474	0.1107371173
2475	0.1107348236
2476	0.1107346432
2477	0.1107328391
2478	0.1107306189
2479	0.1107301181
2480	0.1107129625
2481	0.1107125279
2482	0.1107123806
2483	0.1107122701
2484	0.1107117877
2485	0.1107106572
2486	0.1107080167
2487	0.1106987617
2488	0.1106971706
2489	0.1106958373
2490	0.1106937305
2491	0.110693167
2492	0.1106664385
2493	0.110666059
2494	0.1106660553
2495	0.1106654548
2496	0.1106651711
2497	0.110665079
2498	0.1106635464
2499	0.1106627027
